Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG
2021-02-14,Alexis Sánchez,Matchweek 22,Home,W 3–1,Inter,Lazio,N,FW,13,3,3,100.0,63,13,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0,7,0,1,3,3,1,7,0,0,0,0,0,4,7,0,0,0,0,1,1,12,5,41.7,1,0,0,0,0,0,0,0,0.0,0.0
2021-02-21,Alexis Sánchez,Matchweek 23,Away,W 3–0,Inter,Milan,N,FW,12,4,5,80.0,46,21,3,4,75.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,1,1,0,0,8,0,4,5,1,0,8,0,0,0,0,0,4,17,16,0,0,0,0,1,7,4,57.1,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-28,Alexis Sánchez,Matchweek 24,Home,W 3–0,Inter,Genoa,N,FW,15,4,6,66.7,82,12,1,2,50.0,2,3,66.7,1,1,100.0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,4,6,4,10,1,1,100.0,1,0,5,21,0,0,0,0,0,0,12,9,75.0,3,1,0,0,3,2,0,0,0.9,0.9
2021-03-04,Alexis Sánchez,Matchweek 25,Away,W 2–1,Inter,Parma,Y,FW,74,8,14,57.1,170,43,2,2,100.0,5,7,71.4,1,4,25.0,0,0.1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,3,21.4,1,1,12,0,0,0,0,0,1,0,0,22,0,1,4,18,3,21,2,3,66.7,3,0,21,95,15,0,0,0,4,0,32,19,59.4,9,2,0,0,2,2,0,0,0.6,0.6
2021-03-08,Alexis Sánchez,Matchweek 26,Home,W 1–0,Inter,Atalanta,N,FW,14,3,6,50.0,28,14,2,3,66.7,1,2,50.0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,7,4,57.1,1,2,4,0,0,0,0,0,0,0,0,13,0,3,4,6,0,13,1,1,100.0,1,0,9,5,0,0,0,0,1,4,14,11,78.6,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-14,Alexis Sánchez,Matchweek 27,Away,W 2–1,Inter,Torino,N,DM,10,9,9,100.0,145,41,5,5,100.0,3,3,100.0,1,1,100.0,1,0.1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,3,7,0,10,1,1,100.0,1,0,10,53,30,2,0,0,1,0,10,9,90.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-04-07,Alexis Sánchez,Matchweek 28,Home,W 2–1,Inter,Sassuolo,N,FW,14,5,7,71.4,112,36,0,0,0,5,7,71.4,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,7,3,42.9,2,2,3,0,0,0,0,0,0,1,0,10,0,5,5,2,0,10,0,0,0,0,0,7,71,45,0,0,0,0,0,7,6,85.7,1,0,0,0,1,0,0,0,0.3,0.3
2021-04-03,Alexis Sánchez,Matchweek 29,Away,W 1–0,Inter,Bologna,N,FW,20,5,9,55.6,84,28,2,4,50.0,3,4,75.0,0,1,0.0,0,0.0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,2,33.3,1,2,3,1,0,0,1,1,2,0,0,15,0,3,6,8,1,13,0,0,0,0,0,10,87,58,1,0,0,0,0,15,9,60.0,3,0,0,0,1,0,0,0,0.1,0.1
2021-04-11,Alexis Sánchez,Matchweek 30,Home,W 1–0,Inter,Cagliari,Y,FW,69,22,28,78.6,309,66,19,20,95.0,0,3,0.0,3,5,60.0,0,0.1,2,0,2,0,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,2,0.0,2,19,3,15.8,2,5,12,0,0,0,0,4,6,0,0,44,0,3,12,32,6,43,2,2,100.0,2,0,37,146,91,6,3,1,2,5,39,30,76.9,10,0,0,0,2,1,0,0,0.2,0.2
2021-04-18,Alexis Sánchez,Matchweek 31,Away,D 1–1,Inter,Napoli,N,FW,16,4,4,100.0,65,38,2,2,100.0,2,2,100.0,0,0,0,0,0.0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,1,1,5,0,0,0,0,0,0,0,0,7,0,2,3,3,1,7,0,0,0,0,0,5,24,14,0,0,0,0,1,6,6,100.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-04-21,Alexis Sánchez,Matchweek 32,Away,D 1–1,Inter,Spezia,N,CM,17,13,17,76.5,340,162,4,4,100.0,4,5,80.0,5,8,62.5,0,0.6,2,2,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,33.3,0,3,0,0,0,0,0,0,1,0,0,18,0,0,13,6,0,15,1,1,100.0,1,0,13,119,56,4,1,0,0,0,15,13,86.7,1,0,0,0,0,0,0,0,0.0,0.0
2021-04-25,Alexis Sánchez,Matchweek 33,Home,W 1–0,Inter,Hellas Verona,N,FW,19,3,7,42.9,34,24,3,5,60.0,0,1,0.0,0,0,0,0,0.0,0,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,25.0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,5,3,0,8,0,0,0,0,0,6,65,15,1,0,0,0,1,11,7,63.6,2,0,0,0,0,0,0,0,0.0,0.0
2021-05-01,Alexis Sánchez,Matchweek 34,Away,W 2–0,Inter,Crotone,N,FW,26,11,14,78.6,246,53,4,4,100.0,1,3,33.3,5,6,83.3,0,0.0,0,2,0,0,3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,1,13,3,23.1,3,7,3,0,0,0,0,1,2,0,0,18,0,0,7,11,0,17,0,0,0,0,0,15,47,15,1,0,0,0,2,19,15,78.9,3,0,0,0,0,0,0,0,0.0,0.0
2021-05-08,Alexis Sánchez,Matchweek 35,Home,W 5–1,Inter,Sampdoria,Y,FW,54,28,36,77.8,532,98,17,20,85.0,6,10,60.0,5,6,83.3,0,0.0,0,4,2,0,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,9,5,55.6,2,5,2,0,0,0,0,0,2,0,0,45,0,6,26,17,2,42,2,3,66.7,2,0,29,161,86,4,2,0,0,2,45,36,80.0,3,2,0,0,2,2,0,0,0.2,0.2
2021-05-12,Alexis Sánchez,Matchweek 36,Home,W 3–1,Inter,Roma,Y,FW,35,10,11,90.9,229,80,6,6,100.0,0,0,0,4,4,100.0,0,0.6,1,1,1,0,2,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,1,25.0,1,2,1,0,0,0,0,0,0,0,0,13,0,2,6,6,2,12,0,0,0,0,0,8,63,51,2,1,1,0,1,17,11,64.7,0,0,0,0,1,0,0,0,0.1,0.1
2021-05-23,Alexis Sánchez,Matchweek 38,Home,W 5–1,Inter,Udinese,N,FW,26,7,9,77.8,157,16,4,5,80.0,1,2,50.0,2,2,100.0,0,0.6,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,9,6,1,14,0,0,0,0,0,11,17,4,0,0,0,1,2,14,13,92.9,3,0,0,0,0,0,0,0,0.0,0.0
2020-09-20,Marko Pjaca,Matchweek 1,Home,W 4–1,Genoa,Crotone,N,FW,23.0,13.0,14.0,92.9,232.0,35.0,6.0,7.0,85.7,7.0,7.0,100.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,12.0,7.0,3.0,17.0,2.0,3.0,66.7,2.0,1.0,18.0,142.0,67.0,3.0,2.0,0.0,0.0,1.0,17.0,15.0,88.2,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1
2020-09-27,Marko Pjaca,Matchweek 2,Away,L 0–6,Genoa,Napoli,Y,FW,69.0,22.0,25.0,88.0,308.0,70.0,10.0,11.0,90.9,8.0,10.0,80.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,10.0,3.0,30.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,33.0,0.0,3.0,13.0,19.0,3.0,33.0,1.0,3.0,33.3,1.0,0.0,29.0,133.0,66.0,5.0,2.0,0.0,1.0,3.0,33.0,29.0,87.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-04,Marko Pjaca,Matchweek 3,Home,L 1–2,Genoa,Torino,Y,"RW,LW",66.0,17.0,19.0,89.5,249.0,64.0,12.0,12.0,100.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.1,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,11.0,5.0,45.5,2.0,6.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,31.0,0.0,6.0,12.0,16.0,7.0,30.0,2.0,3.0,66.7,2.0,0.0,25.0,106.0,79.0,4.0,3.0,1.0,2.0,4.0,32.0,22.0,68.8,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2
2020-10-24,Marko Pjaca,Matchweek 5,Home,L 0–2,Genoa,Inter,Y,FW,64.0,15.0,20.0,75.0,194.0,13.0,10.0,11.0,90.9,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,7.1,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,6.0,16.0,8.0,0.0,28.0,4.0,7.0,57.1,4.0,0.0,25.0,71.0,20.0,1.0,1.0,0.0,2.0,0.0,27.0,19.0,70.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,Marko Pjaca,Matchweek 6,Away,D 1–1,Genoa,Sampdoria,N,FW,18.0,3.0,5.0,60.0,30.0,9.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0,55.0,3.0,2.0,2.0,0.0,0.0,11.0,5.0,45.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-11-08,Marko Pjaca,Matchweek 7,Home,L 1–3,Genoa,Roma,Y,AM,60.0,17.0,17.0,100.0,203.0,24.0,10.0,10.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,5.0,23.8,4.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,17.0,8.0,1.0,23.0,1.0,1.0,100.0,1.0,0.0,12.0,103.0,86.0,6.0,3.0,1.0,3.0,2.0,31.0,23.0,74.2,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.4
2020-11-30,Marko Pjaca,Matchweek 9,Home,L 1–2,Genoa,Parma,N,"LW,AM,WB",9.0,5.0,6.0,83.3,97.0,28.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,13.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,Marko Pjaca,Matchweek 10,Away,D 1–1,Genoa,Fiorentina,N,FW,26.0,8.0,9.0,88.9,150.0,51.0,4.0,5.0,80.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.3,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,50.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,1.0,9.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,98.0,71.0,5.0,1.0,1.0,1.0,0.0,20.0,11.0,55.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.3,0.3
2020-12-13,Marko Pjaca,Matchweek 11,Home,L 1–3,Genoa,Juventus,Y,FW,72.0,9.0,12.0,75.0,133.0,20.0,6.0,7.0,85.7,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,11.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,23.0,2.0,1.0,0.0,0.0,3.0,25.0,10.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16,Marko Pjaca,Matchweek 12,Home,D 2–2,Genoa,Milan,Y,LM,68.0,16.0,20.0,80.0,204.0,63.0,9.0,9.0,100.0,4.0,7.0,57.1,1.0,1.0,100.0,0.0,0.1,1.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,31.0,1.0,10.0,21.0,3.0,0.0,31.0,1.0,4.0,25.0,3.0,0.0,18.0,102.0,68.0,5.0,1.0,0.0,2.0,1.0,28.0,22.0,78.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,Marko Pjaca,Matchweek 13,Away,L 0–2,Genoa,Benevento,Y,"LM,FW",90.0,32.0,39.0,82.1,462.0,85.0,20.0,23.0,87.0,9.0,11.0,81.8,2.0,2.0,100.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,1.0,5.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,50.0,1.0,7.0,21.0,25.0,2.0,50.0,5.0,5.0,100.0,5.0,1.0,43.0,230.0,115.0,6.0,3.0,0.0,0.0,3.0,51.0,41.0,80.4,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1
2020-12-23,Marko Pjaca,Matchweek 14,Away,W 2–1,Genoa,Spezia,N,FW,7.0,4.0,5.0,80.0,26.0,7.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,7.0,4.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,8.0,29.0,15.0,1.0,1.0,0.0,1.0,2.0,10.0,9.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,Marko Pjaca,Matchweek 15,Home,D 1–1,Genoa,Lazio,Y,FW,45.0,6.0,8.0,75.0,44.0,14.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,8.0,5.0,2.0,14.0,1.0,1.0,100.0,1.0,0.0,12.0,43.0,21.0,2.0,0.0,1.0,2.0,2.0,20.0,12.0,60.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1
2021-01-06,Marko Pjaca,Matchweek 16,Away,L 1–2,Genoa,Sassuolo,N,"AM,FW,WB",34.0,10.0,12.0,83.3,124.0,33.0,3.0,4.0,75.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,2.0,11.0,3.0,0.0,15.0,2.0,2.0,100.0,2.0,0.0,11.0,34.0,17.0,2.0,0.0,0.0,0.0,2.0,17.0,10.0,58.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09,Marko Pjaca,Matchweek 17,Home,W 2–0,Genoa,Bologna,N,FW,10.0,2.0,6.0,33.3,41.0,2.0,1.0,4.0,25.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,6.0,46.0,32.0,1.0,1.0,0.0,1.0,0.0,12.0,8.0,66.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-17,Marko Pjaca,Matchweek 18,Away,D 0–0,Genoa,Atalanta,Y,FW,67.0,19.0,22.0,86.4,250.0,48.0,15.0,16.0,93.8,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.3,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,10.0,15.0,7.0,2.0,28.0,1.0,1.0,100.0,1.0,0.0,20.0,150.0,72.0,4.0,3.0,1.0,1.0,2.0,35.0,22.0,62.9,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.2
2021-01-24,Marko Pjaca,Matchweek 19,Home,W 1–0,Genoa,Cagliari,N,FW,14.0,4.0,5.0,80.0,64.0,31.0,2.0,2.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,14.3,1.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,12.0,1.0,4.0,8.0,4.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,7.0,50.0,43.0,2.0,2.0,0.0,1.0,0.0,12.0,6.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-31,Marko Pjaca,Matchweek 20,Away,W 3–0,Genoa,Crotone,N,FW,30.0,11.0,11.0,100.0,164.0,37.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,3.0,50.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,4.0,10.0,8.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,15.0,103.0,62.0,2.0,0.0,0.0,3.0,2.0,29.0,19.0,65.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
2021-02-13,Marko Pjaca,Matchweek 22,Away,D 0–0,Genoa,Torino,N,FW,14.0,3.0,5.0,60.0,20.0,7.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,66.7,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1
2021-02-20,Marko Pjaca,Matchweek 23,Home,D 2–2,Genoa,Hellas Verona,Y,"FW,AM",54.0,17.0,22.0,77.3,211.0,7.0,11.0,14.0,78.6,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,31.0,2.0,3.0,15.0,17.0,2.0,31.0,1.0,1.0,100.0,1.0,0.0,20.0,100.0,52.0,2.0,1.0,1.0,3.0,0.0,48.0,26.0,54.2,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1
2021-02-28,Marko Pjaca,Matchweek 24,Away,L 0–3,Genoa,Inter,Y,"FW,AM",90.0,29.0,32.0,90.6,460.0,40.0,17.0,18.0,94.4,10.0,12.0,83.3,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,3.0,23.1,1.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,4.0,20.0,16.0,1.0,38.0,2.0,2.0,100.0,2.0,0.0,35.0,127.0,29.0,2.0,0.0,0.0,1.0,3.0,44.0,31.0,70.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,Marko Pjaca,Matchweek 25,Home,D 1–1,Genoa,Sampdoria,N,FW,9.0,4.0,5.0,80.0,41.0,3.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,1.0,8.0,1.0,1.0,100.0,1.0,1.0,8.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,57.1,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
